animeID,name,title_english,type,source,producers,genre,studio,episodes,status,airing,start_date,end_date,duration,rating,score,scored_by,rank,popularity,members,favorites,premiered,broadcast
15141,Yukiwatari,,Movie,Unknown,,Fantasy,Magic Bus,1.0,Finished Airing,False,1994-07-16,,22 min,G - All Ages,5.97,39,13632,11823,229,0,,
15159,Fantastic Children Special,,Special,Unknown,,Slice of Life,Nippon Animation,1.0,Finished Airing,False,2005-09-23,,6 min,G - All Ages,7.12,428,3188,8334,1287,1,,
15177,Macross FB7: Ore no Uta wo Kike!,,Movie,Unknown,Big West,Action,Satelight,1.0,Finished Airing,False,2012-10-20,,1 hr 30 min,PG-13 - Teens 13 or older,6.34,1023,6480,6163,3358,2,,
15195,Hetalia: The Beautiful World,Hetalia: The Beautiful World,ONA,Web manga,Frontier Works,Comedy,Studio Deen,20.0,Finished Airing,False,2013-01-25,2013-06-02,5 min per ep,PG-13 - Teens 13 or older,7.82,21594,861,1722,48027,714,,
15197,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,Code Geass: Akito the Exiled - The Wyvern Divided,Movie,Original,Bandai Visual,Action,Sunrise,1.0,Finished Airing,False,2013-09-14,,59 min,R - 17+ (violence & profanity),7.69,45089,1127,1077,87537,189,,
15199,Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu,Code Geass: Akito the Exiled - The Brightness Falls,Movie,Original,Bandai Visual,Action,Sunrise,1.0,Finished Airing,False,2015-05-02,,59 min,R - 17+ (violence & profanity),7.46,30989,1800,1341,68852,85,,
15201,Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku kara,Code Geass: Akito the Exiled - Memories of Hatred,Movie,Original,Bandai Visual,Action,Sunrise,1.0,Finished Airing,False,2015-07-04,,59 min,R - 17+ (violence & profanity),7.4,25799,2046,1452,61812,60,,
15211,Nazotoki-hime wa Meitantei♥,,OVA,Manga,,Mystery,SynergySP,6.0,Finished Airing,False,2012-08-03,2013-12-02,12 min per ep,G - All Ages,5.43,21,12205,11074,327,0,,
15219,.hack//Versus: The Thanatos Report,,Special,Unknown,,Action,,1.0,Finished Airing,False,2012-06-28,,21 min,PG-13 - Teens 13 or older,6.44,1925,6003,5029,5619,1,,
15225,Hentai Ouji to Warawanai Neko.,"The ""Hentai"" Prince and the Stony Cat.",TV,Light novel,Frontier Works,Harem,J.C.Staff,12.0,Finished Airing,False,2013-04-13,2013-06-02,24 min per ep,PG-13 - Teens 13 or older,7.37,158753,2181,273,291619,1525,Spring 2013,Saturdays at 22:30 (JST)
15227,Kono Sekai no Katasumi ni,In This Corner of the World,Movie,Manga,Genco,Historical,MAPPA,1.0,Finished Airing,False,2016-11-12,,2 hr 36 min,PG-13 - Teens 13 or older,8.35,21953,205,1422,64242,433,,
15279,Kira Kira 5th Anniversary Live Anime: Kick Start Generation,,OVA,Visual novel,Lantis,Music,Silver Link.,1.0,Finished Airing,False,2013-03-27,,26 min,G - All Ages,6.57,600,5484,7740,1673,4,,
15307,Smile Precure! Movie: Ehon no Naka wa Minna Chiguhagu!,,Movie,Original,,Fantasy,Toei Animation,1.0,Finished Airing,False,2012-10-27,,1 hr 11 min,G - All Ages,7.41,1435,2033,6425,3041,4,,
15313,Wooser no Sono Higurashi,Wooser's Hand-to-Mouth Life,TV,Web manga,TV Tokyo,Slice of Life,SANZIGEN,12.0,Finished Airing,False,2012-10-03,2012-12-01,4 min per ep,G - All Ages,6.3,4352,6655,4040,9641,24,Fall 2012,Wednesdays at 01:35 (JST)
15315,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,"Problem children are coming from another world, aren't they?",TV,Light novel,Kadokawa Shoten,Action,Diomedea,10.0,Finished Airing,False,2013-01-12,2013-03-01,23 min per ep,PG-13 - Teens 13 or older,7.76,185077,976,202,342175,3402,Winter 2013,Saturdays at 01:30 (JST)
15323,One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,,Special,Manga,Fuji TV,Action,Toei Animation,1.0,Finished Airing,False,2012-08-25,,1 hr 46 min,PG-13 - Teens 13 or older,8.22,21157,308,2036,37333,71,,
15325,"Dakara Boku wa, H ga Dekinai. Recap","So, I Can't Play H!",Special,Light novel,Geneon Universal Entertainment,Comedy,feel.,1.0,Finished Airing,False,2012-08-24,,24 min,R+ - Mild Nudity,6.58,7925,5431,3145,16913,9,,
15335,Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,,Movie,Manga,TV Tokyo,Action,Sunrise,1.0,Finished Airing,False,2013-07-06,,1 hr 50 min,PG-13 - Teens 13 or older,9.02,67166,11,823,117735,1507,,
15347,Meitantei Holmes: Aoi Ruby no Maki / Kaitei no Zaihou no Maki,Sherlock Hound: The Adventure of the Blue Carbuncle / Treasure Under the Sea,Movie,Novel,,Adventure,TMS Entertainment,1.0,Finished Airing,False,1984-03-11,,46 min,G - All Ages,6.64,247,5171,9264,805,0,,
15359,Kyousou Giga (2012),,ONA,Original,Bandai Channel,Action,Toei Animation,5.0,Finished Airing,False,2012-08-31,2012-12-02,10 min per ep,PG-13 - Teens 13 or older,7.21,9175,2824,2813,21177,31,,
15377,Hyakka Ryouran: Samurai Bride,Samurai Bride,TV,Light novel,Genco,Action,Arms,12.0,Finished Airing,False,2013-04-05,2013-06-02,24 min per ep,R+ - Mild Nudity,6.86,30295,4172,1326,69542,79,Spring 2013,Unknown
15379,Kotoura-san,The Troubled Life of Miss Kotoura,TV,4-koma manga,AIC,Comedy,AIC Classic,12.0,Finished Airing,False,2013-01-11,2013-03-02,23 min per ep,PG-13 - Teens 13 or older,7.35,102070,2272,463,194069,848,Winter 2013,Unknown
15389,Kremlin,,ONA,Manga,,Comedy,DLE,5.0,Finished Airing,False,2012-09-14,2013-02-02,2 min per ep,PG-13 - Teens 13 or older,5.22,244,9440,9759,617,0,,
15391,Kagaku na Yatsura,,OVA,Manga,,Sci-Fi,Hoods Entertainment,1.0,Finished Airing,False,2013-02-20,,25 min,R+ - Mild Nudity,5.81,7331,8224,3245,15981,72,,
15393,Sakura no Ondo,,Movie,Original,,Drama,Gonzo,1.0,Finished Airing,False,2011-10-29,,21 min,PG-13 - Teens 13 or older,6.34,38,12741,7466,1916,0,,
15399,The Siamese: First Mission,,Movie,Unknown,Maxell E-Cube,Action,,1.0,Finished Airing,False,2001-10-06,,1 hr 30 min,R - 17+ (violence & profanity),5.5,22,13243,11821,230,0,,
15407,Magical Suite Prism Nana,,OVA,Original,,Magic,Shaft,7.0,Currently Airing,True,2015-11-29,,Unknown,None,6.75,84,4669,4343,8080,5,,
15411,Arcana Famiglia: Capriccio - stile Arcana Famiglia,,OVA,Visual novel,Frontier Works,Romance,J.C.Staff,1.0,Finished Airing,False,2013-03-27,,23 min,PG-13 - Teens 13 or older,6.9,7185,4000,3184,16487,12,,
15417,Gintama': Enchousen,Gintama: Enchousen,TV,Manga,TV Tokyo,Action,Sunrise,13.0,Finished Airing,False,2012-10-04,2013-03-02,24 min per ep,PG-13 - Teens 13 or older,9.05,71441,8,679,140930,1651,Fall 2012,Thursdays at 18:00 (JST)
15423,Antinotice,,Music,Original,"""Toys Factory""",Music,,1.0,Finished Airing,False,2011-08-17,,3 min,PG-13 - Teens 13 or older,5.87,670,8053,8736,1058,1,,
15431,Natsu-iro Kiseki: 15-kaime no Natsuyasumi,,OVA,Unknown,Aniplex,Slice of Life,Sunrise,1.0,Finished Airing,False,2012-08-29,,7 min,PG-13 - Teens 13 or older,6.79,3479,4483,4840,6141,4,,
15437,"Kore wa Zombie Desu ka? of the Dead: Hai, Minotake ni Attemasu",Is This a Zombie? Of the Dead OVA,OVA,Light novel,Kadokawa Shoten,Action,Studio Deen,1.0,Finished Airing,False,2012-10-20,,26 min,R+ - Mild Nudity,7.57,41927,1456,1235,75666,55,,
15439,"Kono Danshi, Ningyo Hiroimashita.",This Boy Caught A Merman,OVA,Original,CoMix Wave Films,Fantasy,,1.0,Finished Airing,False,2012-11-09,,28 min,PG-13 - Teens 13 or older,7.62,11553,1319,2729,22419,135,,
15451,High School DxD New,High School DxD New,TV,Light novel,Genco,Action,TNK,12.0,Finished Airing,False,2013-07-07,2013-09-02,24 min per ep,R+ - Mild Nudity,7.74,286986,1016,125,447350,3838,Summer 2013,Sundays at 20:30 (JST)
15453,Shinryaku! Ika Musume: Kore ga Umi e no Ai Jana-ika!,,Music,Manga,,Music,Diomedea,1.0,Finished Airing,False,2012-01-11,,3 min,PG-13 - Teens 13 or older,6.54,1280,5645,6353,3124,0,,
15455,Sakura,,Movie,Unknown,,Fantasy,,1.0,Finished Airing,False,1946-01-01,,8 min,G - All Ages,5.03,264,9705,10016,547,1,,
15479,Hey Yo Yorang,,TV,Unknown,KBS,Adventure,,26.0,Finished Airing,False,2003-07-23,2004-02-01,25 min per ep,G - All Ages,6.18,40,11183,11721,238,1,Summer 2003,Unknown
15487,Kuroko no Basket NG-shuu,Kuroko's Basketball Specials,Special,Unknown,,Comedy,Production I.G,9.0,Finished Airing,False,2012-07-27,2013-03-02,4 min per ep,PG-13 - Teens 13 or older,7.78,22570,934,1888,42394,64,,
15489,Yu☆Gi☆Oh! Zexal Second,,TV,Manga,TV Tokyo,Action,Studio Gallop,73.0,Finished Airing,False,2012-10-07,2014-03-02,23 min per ep,PG-13 - Teens 13 or older,6.99,8319,3719,3024,18394,124,Fall 2012,Unknown
15505,Shining Hearts: Shiawase no Pan Specials,Shining Hearts: Bread of Happiness Specials,Special,Unknown,Avex Entertainment,Fantasy,Production I.G,6.0,Finished Airing,False,2012-07-27,2012-12-02,3 min per ep,PG-13 - Teens 13 or older,6.08,544,7491,7506,1880,1,,
15525,Bokura no Hero,,Music,Original,NHK,Music,,1.0,Finished Airing,False,2010-06-01,,3 min,G - All Ages,5.3,125,9306,11117,320,0,,
15527,Hanabeam,,Music,Original,,Music,,1.0,Finished Airing,False,2010-06-17,,3 min,G - All Ages,4.78,231,9942,10566,417,0,,
15529,Wamono,,Music,Unknown,,Music,,1.0,Finished Airing,False,2010-06-17,,4 min,PG-13 - Teens 13 or older,5.16,169,9543,11166,311,0,,
15533,Yakimochi Caprice,,Special,Unknown,,Slice of Life,AIC,2.0,Finished Airing,False,2011-12-17,,1 min per ep,G - All Ages,5.14,196,9568,9912,572,0,,
15535,Yumekuri,,OVA,Manga,,Seinen,Diomedea,1.0,Finished Airing,False,2012-11-28,,6 min,PG-13 - Teens 13 or older,5.53,2777,8865,5091,5456,4,,
15545,Oshiri Kajiri Mushi (TV),Bottom Biting Bug,TV,Music,,Comedy,Kinema Citrus,20.0,Finished Airing,False,2012-10-07,2013-02-02,5 min per ep,G - All Ages,5.25,369,9402,8702,1072,1,Fall 2012,Sundays at 07:55 (JST)
15547,Cross Fight B-Daman eS,B-Daman Fireblast,TV,Unknown,TV Tokyo,Game,SynergySP,52.0,Finished Airing,False,2012-10-07,2013-09-02,12 min per ep,G - All Ages,6.56,362,5516,8535,1162,5,Fall 2012,Unknown
15565,Maken-Ki! Two,Maken-Ki! Two,TV,Manga,,Action,Xebec,10.0,Finished Airing,False,2014-01-16,2014-03-02,24 min per ep,R+ - Mild Nudity,6.34,37376,6482,1154,80725,86,Winter 2014,Unknown
15577,Hello Kitty no Fushigi no Kuni no Alice,Hello Kitty in Alice in Wonderland,OVA,Unknown,Sanrio,Fantasy,,1.0,Finished Airing,False,1993-11-21,,30 min,G - All Ages,6.09,123,7438,10836,366,0,,
15579,Shinkai Densetsu Meremanoid,,TV,Unknown,TV Asahi,Adventure,Triangle Staff,24.0,Finished Airing,False,1997-10-09,,25 min per ep,PG-13 - Teens 13 or older,6.0,23,12889,11008,338,1,Fall 1997,Thursdays at 01:10 (JST)
15583,Date A Live,Date A Live,TV,Light novel,Kadokawa Shoten,Comedy,AIC Plus+,12.0,Finished Airing,False,2013-04-06,2013-06-02,23 min per ep,R - 17+ (violence & profanity),7.44,274562,1864,103,485058,7398,Spring 2013,Saturdays at 01:30 (JST)
15591,Joshiraku OVA,,OVA,Manga,,Slice of Life,J.C.Staff,1.0,Finished Airing,False,2013-02-08,,23 min,PG-13 - Teens 13 or older,7.47,6293,1770,3667,12091,4,,
15605,Brothers Conflict,Brothers Conflict,TV,Novel,Kadokawa Shoten,Harem,"""Brains Base""",12.0,Finished Airing,False,2013-07-02,2013-09-01,24 min per ep,PG-13 - Teens 13 or older,6.48,53215,5855,937,104201,720,Summer 2013,Unknown
15607,Ai no Wakakusa Monogatari Specials,,Special,Unknown,BS Fuji,Drama,Nippon Animation,2.0,Finished Airing,False,2001-01-01,,45 min per ep,G - All Ages,6.37,92,6302,10615,403,0,,
15609,"Kono Naka ni Hitori, Imouto ga Iru!: Ani, Imouto, Koibito",,OVA,Light novel,Lantis,Harem,Studio Gokumi,1.0,Finished Airing,False,2013-03-27,,24 min,R+ - Mild Nudity,6.87,16212,4144,2302,30222,14,,
15611,Cardfight!! Vanguard: Link Joker-hen,Cardfight!! Vanguard Link Joker,TV,Original,TV Tokyo,Action,TMS Entertainment,59.0,Finished Airing,False,2013-01-13,,24 min per ep,PG-13 - Teens 13 or older,7.35,5946,2260,3592,12766,69,Winter 2013,Sundays at 10:00 (JST)
15613,Hakkenden: Touhou Hakken Ibun,Hakkenden -Eight Dogs of the East-,TV,Manga,Bandai Visual,Action,Studio Deen,13.0,Finished Airing,False,2013-01-06,2013-03-03,24 min per ep,PG-13 - Teens 13 or older,7.53,30248,1574,1181,78857,583,Winter 2013,Sundays at 02:58 (JST)
15617,Jinrui wa Suitai Shimashita Specials,Humanity Has Declined Specials,Special,Light novel,,Comedy,AIC A.S.T.A.,6.0,Finished Airing,False,2012-09-19,2013-02-02,2 min per ep,PG-13 - Teens 13 or older,7.27,7782,2579,3338,15094,6,,
15633,Code:Breaker OVA,,OVA,Manga,,Action,Kinema Citrus,3.0,Finished Airing,False,2012-12-17,2013-04-01,27 min per ep,R - 17+ (violence & profanity),6.85,9655,4197,2680,23116,9,,
15649,Puchimas!: Petit iDOLM@STER,PUCHIM@S,ONA,4-koma manga,,Comedy,Gathering,64.0,Finished Airing,False,2013-01-01,2013-03-02,2 min per ep,PG-13 - Teens 13 or older,7.2,4776,2873,3775,11192,31,,
15651,Phi Brain: Kami no Puzzle - Shukuteki! Rätsel-hen,Phi Brain: Puzzle of God 3,TV,Original,NHK,Action,Sunrise,25.0,Finished Airing,False,2013-10-06,2014-03-02,25 min per ep,PG-13 - Teens 13 or older,7.37,9307,2199,2472,26658,39,Fall 2013,Unknown
15653,Stay the Same,,Music,Music,Sanrio,Music,,1.0,Finished Airing,False,2012-01-11,,5 min,G - All Ages,5.56,104,8805,11763,235,1,,
15657,Yuke! Shouei-kun,,ONA,Unknown,,Comedy,,6.0,Finished Airing,False,2012-02-10,2012-03-01,2 min per ep,PG - Children,4.36,22,13625,13111,146,0,,
15663,Kero Kero Keroppi no Gulliver no Bouken,Keroppi in The Adventures of Gulliver,OVA,Unknown,Sanrio,Adventure,,1.0,Finished Airing,False,1993-08-21,,26 min,G - All Ages,6.1,77,7404,11827,228,0,,
15673,Tell Your World,,Music,Unknown,"""Toys Factory""",Music,,1.0,Finished Airing,False,2012-03-12,,4 min,G - All Ages,6.94,2273,3892,5941,3714,7,,
15687,Chuunibyou demo Koi ga Shitai! Lite,"Love, Chunibyo & Other Delusions!: Chuni-Shorts",ONA,Light novel,,Comedy,Kyoto Animation,6.0,Finished Airing,False,2012-09-27,2012-10-03,6 min per ep,PG-13 - Teens 13 or older,7.3,46198,2453,1130,82144,128,,
15689,Nekomonogatari: Kuro,Nekomonogatari Black,TV,Light novel,Aniplex,Comedy,Shaft,4.0,Finished Airing,False,2012-12-31,,24 min per ep,R - 17+ (violence & profanity),8.04,176155,513,282,286416,797,Fall 2012,Mondays at 22:00 (JST)
15699,Haiyore! Nyaruko-san W,Nyaruko: Crawling With Love! Second Season,TV,Light novel,Avex Entertainment,Comedy,Xebec,12.0,Finished Airing,False,2013-04-08,,24 min per ep,PG-13 - Teens 13 or older,7.38,61200,2146,818,118460,250,Spring 2013,Unknown
15711,Bakuman.: Deraman.,,Special,Unknown,NHK,Comedy,J.C.Staff,2.0,Finished Airing,False,2012-09-29,,25 min per ep,PG-13 - Teens 13 or older,7.3,2918,2451,3776,11197,11,,
15717,Nagareboshi Lens Specials,,Special,Unknown,TV Tokyo,Romance,,3.0,Finished Airing,False,2012-10-02,2012-10-01,1 min per ep,G - All Ages,6.3,624,6642,7243,2111,2,,
15719,Oda Nobuna no Yabou Recap,The Ambition of Oda Nobuna,Special,Unknown,,Comedy,Madhouse,1.0,Finished Airing,False,2012-10-01,,24 min,PG-13 - Teens 13 or older,7.13,2394,3162,4422,7736,9,,
15729,Hagure Yuusha no Aesthetica: Hajirai Ippai,Aesthetica of a Rogue Hero Specials,Special,Unknown,,Comedy,Arms,6.0,Finished Airing,False,2012-09-26,2013-02-02,4 min per ep,R+ - Mild Nudity,6.71,13173,4841,2401,27968,29,,
15731,Tamayura: More Aggressive,,TV,Original,RAY,Comedy,TYO Animations,12.0,Finished Airing,False,2013-07-03,2013-09-01,24 min per ep,G - All Ages,7.55,4844,1534,3480,13778,44,Summer 2013,Wednesdays at 21:30 (JST)
15735,Jormungand: Perfect Order Recap,,Special,Manga,,Action,White Fox,1.0,Finished Airing,False,2012-10-03,,24 min,R - 17+ (violence & profanity),7.35,3002,2270,4193,8770,12,,
15743,Yuugen Kaisha: Jiken File 00 - Hajimari wa Ayashiku mo Hanayaka ni,,Special,Original,,Adventure,Madhouse,1.0,Finished Airing,False,1994-07-25,,21 min,PG-13 - Teens 13 or older,5.71,106,8473,10443,444,0,,
15749,Chiisana Ojisan,,TV,Manga,,Slice of Life,Kachidoki Studio,30.0,Finished Airing,False,2012-10-01,,34 sec per ep,G - All Ages,5.87,113,8056,9940,565,1,,Unknown
15751,Senyuu.,,TV,Web manga,TV Tokyo,Action,Ordet,13.0,Finished Airing,False,2013-01-09,,4 min per ep,PG-13 - Teens 13 or older,7.43,38530,1934,1099,84761,535,Winter 2013,Unknown
15769,Shining Hearts: Shiawase no Pan - Kokoro ga Todoita Picture Drama,Shining Hearts: Bread of Happiness Picture Drama,Special,Unknown,,Fantasy,Production I.G,6.0,Finished Airing,False,2012-07-27,2012-12-02,4 min per ep,PG-13 - Teens 13 or older,5.96,376,7828,7782,1645,1,,
15771,Saint☆Oniisan (Movie),Saint☆Young Men (Movie),Movie,Manga,Aniplex,Comedy,A-1 Pictures,1.0,Finished Airing,False,2013-05-10,,1 hr 29 min,PG-13 - Teens 13 or older,7.93,23395,662,1683,49746,256,,
15775,Saint☆Oniisan,Saint☆Young Men,OVA,Manga,,Comedy,A-1 Pictures,2.0,Finished Airing,False,2012-12-03,2013-08-02,20 min per ep,PG-13 - Teens 13 or older,7.59,24604,1413,1587,54090,166,,
15781,Puchimas!: Petit iDOLM@STER Episode 0,,OVA,4-koma manga,,Comedy,Gathering,1.0,Finished Airing,False,2012-10-27,,7 min,PG-13 - Teens 13 or older,6.62,1549,5273,5985,3631,2,,
15783,Lupin III: Touhou Kenbunroku - Another Page,,Special,Manga,,Action,TMS Entertainment,1.0,Finished Airing,False,2012-11-02,,1 hr 30 min,PG-13 - Teens 13 or older,6.91,975,3986,6672,2733,2,,
15785,Inazuma Eleven Go vs. Danball Senki W Movie,,Movie,Unknown,Dentsu Tec,Action,OLM,1.0,Finished Airing,False,2012-12-01,,1 hr 30 min,G - All Ages,7.25,2976,2658,4933,5921,16,,
15787,Backstage Idol Story,,TV,Unknown,,Music,,8.0,Finished Airing,False,2012-10-11,2012-11-02,10 min per ep,PG-13 - Teens 13 or older,5.45,31,10455,10457,441,0,Fall 2012,Unknown
15793,Senki Zesshou Symphogear G,Symphogear G,TV,Original,Starchild Records,Action,Satelight,13.0,Finished Airing,False,2013-07-05,2013-09-02,23 min per ep,PG-13 - Teens 13 or older,7.51,16323,1647,2071,36197,466,Summer 2013,Fridays at 02:35 (JST)
15795,Beast Saga,,TV,Unknown,TV Tokyo,Action,SynergySP,38.0,Finished Airing,False,2013-01-13,2013-09-02,11 min per ep,PG - Children,5.85,188,8102,8669,1096,1,Winter 2013,Sundays at Unknown
15807,Ro-Kyu-Bu!: Tomoka no Ichigo Sundae,,OVA,Unknown,Project No.9,Ecchi,,1.0,Finished Airing,False,2013-06-20,,25 min,PG-13 - Teens 13 or older,7.07,6748,3406,3571,13000,8,,
15809,Hataraku Maou-sama!,The Devil is a Part-Timer!,TV,Light novel,Sotsu,Comedy,White Fox,13.0,Finished Airing,False,2013-04-04,2013-06-02,24 min per ep,PG-13 - Teens 13 or older,7.95,431165,630,51,702865,7487,Spring 2013,Thursdays at 22:00 (JST)
15811,Girls & Panzer Specials,Girls & Panzer OVAs,Special,Original,,Military,Actas,6.0,Finished Airing,False,2012-12-21,2013-06-02,12 min per ep,PG-13 - Teens 13 or older,7.21,11784,2815,2717,22589,25,,
15813,Majokko Shimai no Yoyo to Nene,Magical Sisters Yoyo & Nene,Movie,Manga,Aniplex,Fantasy,ufotable,1.0,Finished Airing,False,2013-12-28,,1 hr 40 min,G - All Ages,7.55,4331,1523,3677,12019,19,,
15815,"Yakeato no, Okashi no Ki",,Special,Unknown,,Drama,Shin-Ei Animation,1.0,Finished Airing,False,2006-08-15,,45 min,G - All Ages,6.43,21,13556,12667,168,0,,
15819,Kindaichi Shounen no Jikenbo: Kuromajutsu Satsujin Jiken-hen,,OVA,Manga,,Mystery,Toei Animation,2.0,Finished Airing,False,2012-12-17,2013-03-01,27 min per ep,R - 17+ (violence & profanity),7.13,270,3155,8555,1152,5,,
15823,Shin Takarajima,,Special,Novel,Fuji TV,Adventure,Mushi Production,1.0,Finished Airing,False,1965-01-03,,55 min,G - All Ages,5.27,48,12885,11975,215,0,,
15847,Iron Man: Rise of Technovore,Iron Man: Rise of Technovore,OVA,Unknown,Sony Pictures Entertainment,Action,Madhouse,1.0,Finished Airing,False,2013-04-16,,1 hr 28 min,PG-13 - Teens 13 or older,6.33,2475,6512,5228,5076,7,,
15863,Ginga Kikoutai Majestic Prince,Majestic Prince,TV,Manga,TV Tokyo,Action,Doga Kobo,24.0,Finished Airing,False,2013-04-04,2013-09-01,23 min per ep,PG-13 - Teens 13 or older,7.41,17948,2003,1850,43695,142,Spring 2013,Thursdays at 22:30 (JST)
15865,Tamagotchi! Yume Kira Dream,,TV,Unknown,,Comedy,OLM,49.0,Finished Airing,False,2012-09-10,2013-08-02,23 min per ep,G - All Ages,6.21,43,13169,10946,349,0,Fall 2012,Unknown
15873,Pyun Pyun Maru,,TV,Unknown,TV Asahi,Comedy,Toei Animation,26.0,Finished Airing,False,1967-07-03,1969-03-03,25 min per ep,G - All Ages,5.67,18,12643,12330,189,0,Summer 1967,Unknown
15875,Shin Kyojin no Hoshi,,TV,Unknown,Tokyo Movie Shinsha,Sports,,52.0,Finished Airing,False,1977-10-01,1978-09-03,25 min per ep,G - All Ages,6.35,52,6442,11104,322,1,Fall 1977,Unknown
15879,Chuunibyou demo Koi ga Shitai!: Depth of Field - Ai to Nikushimi Gekijou,,Special,Light novel,Lantis,Action,Kyoto Animation,7.0,Finished Airing,False,2012-12-19,2013-06-01,3 min per ep,PG-13 - Teens 13 or older,6.78,24756,4502,1690,49434,29,,
15881,Oniichan dakedo Ai sae Areba Kankeinai yo ne! Specials,OniAi Specials,Special,Unknown,,Comedy,Silver Link.,6.0,Finished Airing,False,2012-12-26,2013-05-02,3 min per ep,R+ - Mild Nudity,6.35,10762,6435,2624,23992,16,,
15883,Fantasista Doll,Fantasista Doll,TV,Original,Amber Film Works,Sci-Fi,Hoods Entertainment,12.0,Finished Airing,False,2013-07-07,2013-09-02,23 min per ep,PG-13 - Teens 13 or older,6.21,7876,6989,2761,22014,17,Summer 2013,Sundays at 03:28 (JST)
15891,Zekkyou Gakkyuu,,Special,Manga,TV Tokyo,Shoujo,,3.0,Finished Airing,False,2012-10-23,,1 min per ep,G - All Ages,5.41,1410,9128,6372,3111,1,,
15893,Crash!,,Special,Manga,TV Tokyo,Comedy,,3.0,Finished Airing,False,2012-11-13,2012-11-02,1 min per ep,G - All Ages,5.56,412,8792,8209,1355,3,,
15895,Hiyokoi (2012),,ONA,Manga,TV Tokyo,Romance,Production I.G,3.0,Finished Airing,False,2012-12-02,2012-12-01,1 min per ep,G - All Ages,6.81,7828,4380,2972,18957,24,,
15897,Picchipichi Shizuku-chan,,TV,Unknown,Sotsu,Comedy,,52.0,Finished Airing,False,2012-10-05,2013-09-02,Unknown,PG - Children,6.05,21,12546,12648,169,0,Fall 2012,Unknown
15905,Qin Shi Ming Yue: Wanli Changcheng,Qin's Moon: The Great Wall,TV,Novel,,Action,Sparkly Key Animation Studio,37.0,Finished Airing,False,2012-09-30,,22 min per ep,PG-13 - Teens 13 or older,7.32,143,2400,9426,742,10,,Unknown
